onBind,android.content.pm.PackageInfo,HttpUriRequest,Ljava.lang.Class.forName,Ljava.lang.Class.getMethod,TelephonyManager.getDeviceId,Landroid.content.Context.registerReceiver,TelephonyManager.getNetworkOperator,Ljava.lang.Class.getField,Ljava.lang.Class.getResource,System.loadLibrary,Runtime.exec,TelephonyManager.getLine1Number,TelephonyManager.getSimOperator,TelephonyManager.getSubscriberId,class
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0
0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0
0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0
0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0
1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0
0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0
0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0
0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0
1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0
1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0
0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0
1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0
1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0
0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0
1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0
1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0
0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0
1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0
0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0
1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0
1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0
1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0
1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0
1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
